Track 220 processed, number of points: 43
Track 221 processed, number of points: 91
Track 222 processed, number of points: 34
Track 223 processed, number of points: 47
Track 224 processed, number of points: 110
Track 225 processed, number of points: 90
Track 226 processed, number of points: 43
Track 227 processed, number of points: 87
Track 228 processed, number of points: 21
Track 229 processed, number of points: 150
Track 230 processed, number of points: 118
Track 231 processed, number of points: 61
Track 232 processed, number of points: 60
Track 233 processed, number of points: 69
Track 234 processed, number of points: 134
Track 235 processed, number of points: 185
Track 236 processed, number of points: 119
Track 237 processed, number of points: 283
Track 238 processed, number of points: 157
Track 239 processed, number of points: 49
Track 240 processed, number of points: 158
Track 241 processed, number of points: 137
Track 242 processed, number of points: 151
Track 243 processed, number of points: 257
Track 244 processed, number of points: 42
Track 245 processed, number of points: 45
Track 246 processed, number of points: 41
Track 247 processed, number of points: 63
Track 248 processed, number of points: 87
Track 249 processed, number of points: 50
Track 250 processed, number of points: 73
Track 251 processed, number of points: 92
Track 252 processed, number of points: 29
Track 253 processed, number of points: 56
Track 254 processed, number of points: 44
Track 255 processed, number of points: 76
Track 256 processed, number of points: 37
Track 257 processed, number of points: 123
Track 258 processed, number of points: 85
Track 259 processed, number of points: 205
Track 260 processed, number of points: 55
Track 261 processed, number of points: 84
Track 262 processed, number of points: 164
Track 263 processed, number of points: 66
Track 264 processed, number of points: 63
Track 265 processed, number of points: 128
Track 266 processed, number of points: 108
Track 267 processed, number of points: 102
Track 268 processed, number of points: 39
Track 269 processed, number of points: 144
Track 270 processed, number of points: 59
Track 271 processed, number of points: 32
Track 272 processed, number of points: 94
Track 273 processed, number of points: 96
Track 274 processed, number of points: 129
Track 275 processed, number of points: 76
Track 276 processed, number of points: 75
Track 277 processed, number of points: 89
Track 278 processed, number of points: 85
Track 279 processed, number of points: 65
Track 280 processed, number of points: 76
Track 281 processed, number of points: 67
Track 282 processed, number of points: 67
Track 283 processed, number of points: 150
Track 284 processed, number of points: 116
Track 285 processed, number of points: 78
Track 286 processed, number of points: 89
Track 287 processed, number of points: 146
Track 288 processed, number of points: 74
Track 289 processed, number of points: 81
Track 290 processed, number of points: 103
Track 291 processed, number of points: 12
Track 292 processed, number of points: 303
Track 293 processed, number of points: 120
Track 294 processed, number of points: 143
Track 295 processed, number of points: 186
Track 296 processed, number of points: 49
Track 297 processed, number of points: 104
Track 298 processed, number of points: 120
Track 299 processed, number of points: 64
Track 300 processed, number of points: 109
Track 301 processed, number of points: 15
Track 302 processed, number of points: 156
Track 303 processed, number of points: 24
Track 304 processed, number of points: 262
Track 305 processed, number of points: 82
Track 306 processed, number of points: 82
Track 307 processed, number of points: 98
Track 308 processed, number of points: 29
Track 309 processed, number of points: 243
Track 310 processed, number of points: 87
Track 311 processed, number of points: 26
Track 312 processed, number of points: 148
Track 313 processed, number of points: 166
Track 314 processed, number of points: 50
Track 315 processed, number of points: 98
Track 316 processed, number of points: 73
Track 317 processed, number of points: 237
Track 318 processed, number of points: 78
Track 319 processed, number of points: 54
Track 320 processed, number of points: 190
Track 321 processed, number of points: 134
Track 322 processed, number of points: 39
Track 323 processed, number of points: 36
Track 324 processed, number of points: 133
Track 325 processed, number of points: 54
Track 326 processed, number of points: 84
Track 327 processed, number of points: 206
Track 328 processed, number of points: 125
Track 329 processed, number of points: 41
Track 330 processed, number of points: 232
Track 331 processed, number of points: 159
Track 332 processed, number of points: 77
Track 333 processed, number of points: 185
Track 334 processed, number of points: 88
Track 335 processed, number of points: 156
Track 336 processed, number of points: 125
Track 337 processed, number of points: 94
Track 338 processed, number of points: 99
Track 339 processed, number of points: 140
Track 340 processed, number of points: 123
Track 341 processed, number of points: 182
Track 342 processed, number of points: 108
Track 343 processed, number of points: 161
Track 344 processed, number of points: 145
Track 345 processed, number of points: 48
Track 346 processed, number of points: 151
Track 347 processed, number of points: 126
Track 348 processed, number of points: 157
Track 349 processed, number of points: 118
Track 350 processed, number of points: 169
Track 351 processed, number of points: 172
Track 352 processed, number of points: 62
Track 353 processed, number of points: 162
Track 354 processed, number of points: 49
Track 355 processed, number of points: 171
Track 356 processed, number of points: 161
Track 357 processed, number of points: 294
Track 358 processed, number of points: 59
Track 359 processed, number of points: 62
Track 360 processed, number of points: 146
Track 361 processed, number of points: 81
Track 362 processed, number of points: 102
Track 363 processed, number of points: 370
Track 364 processed, number of points: 76
Track 365 processed, number of points: 83
Track 366 processed, number of points: 97
Track 367 processed, number of points: 177
Track 368 processed, number of points: 174
Track 369 processed, number of points: 344
Track 370 processed, number of points: 84
Track 371 processed, number of points: 155
Track 372 processed, number of points: 176
Track 373 processed, number of points: 85
Track 374 processed, number of points: 36
Track 375 processed, number of points: 138
Track 376 processed, number of points: 52
Track 377 processed, number of points: 71
Track 378 processed, number of points: 117
Track 379 processed, number of points: 144
Track 380 processed, number of points: 181
Track 381 processed, number of points: 112
Track 382 processed, number of points: 73
Track 383 processed, number of points: 132
Track 384 processed, number of points: 144
Track 385 processed, number of points: 45
Track 386 processed, number of points: 94
Track 387 processed, number of points: 24
Track 388 processed, number of points: 125
Track 389 processed, number of points: 191
Track 390 processed, number of points: 148
Track 391 processed, number of points: 103
Track 392 processed, number of points: 77
Track 393 processed, number of points: 33
Track 394 processed, number of points: 127
Track 395 processed, number of points: 97
Track 396 processed, number of points: 157
Track 397 processed, number of points: 160
Track 398 processed, number of points: 156
Track 399 processed, number of points: 78
Track 400 processed, number of points: 150
Track 401 processed, number of points: 69
Track 402 processed, number of points: 25
Track 403 processed, number of points: 50
Track 404 processed, number of points: 181
Track 405 processed, number of points: 78
Track 406 processed, number of points: 70
Track 407 processed, number of points: 205
Track 408 processed, number of points: 139
Track 409 processed, number of points: 105
Track 410 processed, number of points: 124
Track 411 processed, number of points: 55
Track 412 processed, number of points: 101
Track 413 processed, number of points: 48
Track 414 processed, number of points: 47
Track 415 processed, number of points: 16
Track 416 processed, number of points: 99
Track 417 processed, number of points: 43
Track 418 processed, number of points: 187
Track 419 processed, number of points: 79
Track 420 processed, number of points: 160
Track 421 processed, number of points: 97
Track 422 processed, number of points: 144
Track 423 processed, number of points: 48
Track 424 processed, number of points: 36
Track 425 processed, number of points: 114
Track 426 processed, number of points: 108
Track 427 processed, number of points: 298
Track 428 processed, number of points: 31
Track 429 processed, number of points: 66
Track 430 processed, number of points: 16
Track 431 processed, number of points: 56
Track 432 processed, number of points: 211
Track 433 processed, number of points: 192
Track 434 processed, number of points: 168
Track 435 processed, number of points: 74
Track 436 processed, number of points: 96
Track 437 processed, number of points: 127
Track 438 processed, number of points: 32
Track 439 processed, number of points: 68
Track 440 processed, number of points: 17
Track 441 processed, number of points: 24
Track 442 processed, number of points: 57
Track 443 processed, number of points: 33
Track 444 processed, number of points: 67
Track 445 processed, number of points: 50
Track 446 processed, number of points: 69
Track 447 processed, number of points: 198
Track 448 processed, number of points: 290
Track 449 processed, number of points: 71
Track 450 processed, number of points: 200
Track 451 processed, number of points: 137
Track 452 processed, number of points: 27
Track 453 processed, number of points: 72
Track 454 processed, number of points: 79
Track 455 processed, number of points: 19
Track 456 processed, number of points: 34
Track 457 processed, number of points: 245
Track 458 processed, number of points: 64
Track 459 processed, number of points: 140
Track 460 processed, number of points: 89
Track 461 processed, number of points: 43
Track 462 processed, number of points: 54
Track 463 processed, number of points: 32
Track 464 processed, number of points: 24
Track 465 processed, number of points: 212
Track 466 processed, number of points: 41
Track 467 processed, number of points: 152
Track 468 processed, number of points: 190
Track 469 processed, number of points: 73
Track 470 processed, number of points: 29
Track 471 processed, number of points: 20
Track 472 processed, number of points: 202
Track 473 processed, number of points: 63
Track 474 processed, number of points: 289
Track 475 processed, number of points: 88
Track 476 processed, number of points: 73
Track 477 processed, number of points: 41
Track 478 processed, number of points: 45
Track 479 processed, number of points: 118
Track 480 processed, number of points: 230
Track 481 processed, number of points: 104
Track 482 processed, number of points: 84
Track 483 processed, number of points: 39
Track 484 processed, number of points: 71
Track 485 processed, number of points: 182
Track 486 processed, number of points: 40
Track 487 processed, number of points: 292
Track 488 processed, number of points: 56
Track 489 processed, number of points: 170
Track 490 processed, number of points: 143
Track 491 processed, number of points: 144
Track 492 processed, number of points: 73
Track 493 processed, number of points: 67
Track 494 processed, number of points: 85
Track 495 processed, number of points: 148
Track 496 processed, number of points: 148
Track 497 processed, number of points: 73
Track 498 processed, number of points: 83
Track 499 processed, number of points: 49
Track 500 processed, number of points: 44
Track 501 processed, number of points: 169
Track 502 processed, number of points: 61
Track 503 processed, number of points: 139
Track 504 processed, number of points: 160
Track 505 processed, number of points: 152
Track 506 processed, number of points: 68
Track 507 processed, number of points: 184
Track 508 processed, number of points: 189
Track 509 processed, number of points: 57
Track 510 processed, number of points: 60
Track 511 processed, number of points: 109
Track 512 processed, number of points: 50
Track 513 processed, number of points: 54
Track 514 processed, number of points: 109
Track 515 processed, number of points: 44
Track 516 processed, number of points: 95
Track 517 processed, number of points: 162
Track 518 processed, number of points: 69
Track 519 processed, number of points: 80
Track 520 processed, number of points: 46
Track 521 processed, number of points: 69
Track 522 processed, number of points: 79
Track 523 processed, number of points: 156
Track 524 processed, number of points: 32
Track 525 processed, number of points: 14
Track 526 processed, number of points: 202
Track 527 processed, number of points: 82
Track 528 processed, number of points: 211
Track 529 processed, number of points: 34
Track 530 processed, number of points: 121
Track 531 processed, number of points: 175
Track 532 processed, number of points: 39
Track 533 processed, number of points: 89
Track 534 processed, number of points: 45
Track 535 processed, number of points: 56
Track 536 processed, number of points: 147
Track 537 processed, number of points: 195
Track 538 processed, number of points: 169
Track 539 processed, number of points: 132
Track 540 processed, number of points: 63
Track 541 processed, number of points: 136
Track 542 processed, number of points: 69
Track 543 processed, number of points: 118
Track 544 processed, number of points: 129
Track 545 processed, number of points: 100
Track 546 processed, number of points: 78
Track 547 processed, number of points: 86
Track 548 processed, number of points: 51
Track 549 processed, number of points: 99
Track 550 processed, number of points: 107
Track 551 processed, number of points: 172
Track 552 processed, number of points: 197
Track 553 processed, number of points: 63
Track 554 processed, number of points: 130
Track 555 processed, number of points: 23
Track 556 processed, number of points: 117
Track 557 processed, number of points: 80
Track 558 processed, number of points: 135
Track 559 processed, number of points: 51
Track 560 processed, number of points: 109
Track 561 processed, number of points: 73
Track 562 processed, number of points: 156
Track 563 processed, number of points: 36
Track 564 processed, number of points: 178
Track 565 processed, number of points: 93
Track 566 processed, number of points: 125
Track 567 processed, number of points: 55
Track 568 processed, number of points: 31
Track 569 processed, number of points: 116
Track 570 processed, number of points: 54
Track 571 processed, number of points: 71
Track 572 processed, number of points: 150
Track 573 processed, number of points: 203
Track 574 processed, number of points: 116
Track 575 processed, number of points: 193
Track 576 processed, number of points: 38
Track 577 processed, number of points: 80
Track 578 processed, number of points: 166
Track 579 processed, number of points: 92
Track 580 processed, number of points: 172
Track 581 processed, number of points: 97
Track 582 processed, number of points: 99
Track 583 processed, number of points: 159
Track 584 processed, number of points: 174
Track 585 processed, number of points: 111
Track 586 processed, number of points: 115
Track 587 processed, number of points: 157
Track 588 processed, number of points: 183
Track 589 processed, number of points: 40
Track 590 processed, number of points: 19
Track 591 processed, number of points: 129
Track 592 processed, number of points: 57
Track 593 processed, number of points: 39
Track 594 processed, number of points: 208
Track 595 processed, number of points: 94
Track 596 processed, number of points: 72
Track 597 processed, number of points: 17
Track 598 processed, number of points: 84
Track 599 processed, number of points: 99
Track 600 processed, number of points: 177
Track 601 processed, number of points: 261
Track 602 processed, number of points: 88
Track 603 processed, number of points: 145
Track 604 processed, number of points: 72
Track 605 processed, number of points: 96
Track 606 processed, number of points: 111
Track 607 processed, number of points: 101
Track 608 processed, number of points: 27
Track 609 processed, number of points: 77
Track 610 processed, number of points: 123
Track 611 processed, number of points: 223
Track 612 processed, number of points: 56
Track 613 processed, number of points: 134
Track 614 processed, number of points: 170
Track 615 processed, number of points: 114
Track 616 processed, number of points: 98
Track 617 processed, number of points: 240
Track 618 processed, number of points: 232
Track 619 processed, number of points: 47
Track 620 processed, number of points: 27
Track 621 processed, number of points: 223
Track 622 processed, number of points: 12
Track 623 processed, number of points: 171
Track 624 processed, number of points: 97
Track 625 processed, number of points: 260
Track 626 processed, number of points: 169
Track 627 processed, number of points: 101
Track 628 processed, number of points: 155
Track 629 processed, number of points: 139
Track 630 processed, number of points: 96
Track 631 processed, number of points: 123
Track 632 processed, number of points: 49
Track 633 processed, number of points: 66
Track 634 processed, number of points: 190
Track 635 processed, number of points: 223
Track 636 processed, number of points: 99
Track 637 processed, number of points: 119
Track 638 processed, number of points: 151
Track 639 processed, number of points: 131
Track 640 processed, number of points: 116
Track 641 processed, number of points: 86
Track 642 processed, number of points: 165
Track 643 processed, number of points: 126
Track 644 processed, number of points: 160
Track 645 processed, number of points: 79
Track 646 processed, number of points: 121
Track 647 processed, number of points: 210
Track 648 processed, number of points: 174
Track 649 processed, number of points: 95
Track 650 processed, number of points: 124
Track 651 processed, number of points: 55
Track 652 processed, number of points: 172
Track 653 processed, number of points: 262
Track 654 processed, number of points: 143
Track 655 processed, number of points: 94
Track 656 processed, number of points: 370
Track 657 processed, number of points: 81
Track 658 processed, number of points: 140
Track 659 processed, number of points: 44
Track 660 processed, number of points: 200
Track 661 processed, number of points: 174
Track 662 processed, number of points: 99
Track 663 processed, number of points: 71
Track 664 processed, number of points: 70
Track 665 processed, number of points: 48
Track 666 processed, number of points: 79
Track 667 processed, number of points: 50
Track 668 processed, number of points: 307
Track 669 processed, number of points: 77
Track 670 processed, number of points: 179
Track 671 processed, number of points: 69
Track 672 processed, number of points: 89
Track 673 processed, number of points: 78
Track 674 processed, number of points: 130
Track 675 processed, number of points: 109
Track 676 processed, number of points: 169
Track 677 processed, number of points: 203
Track 678 processed, number of points: 104
Track 679 processed, number of points: 116
Track 680 processed, number of points: 64
Track 681 processed, number of points: 17
Track 682 processed, number of points: 56
Track 683 processed, number of points: 52
Track 684 processed, number of points: 39
Track 685 processed, number of points: 284
Track 686 processed, number of points: 80
Track 687 processed, number of points: 139
Track 688 processed, number of points: 129
Track 689 processed, number of points: 174
Track 690 processed, number of points: 67
Track 691 processed, number of points: 135
Track 692 processed, number of points: 145
Track 693 processed, number of points: 81
Track 694 processed, number of points: 37
Track 695 processed, number of points: 139
Track 696 processed, number of points: 96
Track 697 processed, number of points: 168
Track 698 processed, number of points: 66
Track 699 processed, number of points: 78
Track 700 processed, number of points: 202
Track 701 processed, number of points: 132
Track 702 processed, number of points: 76
Track 703 processed, number of points: 138
Track 704 processed, number of points: 28
Track 705 processed, number of points: 72
Track 706 processed, number of points: 89
Track 707 processed, number of points: 40
Track 708 processed, number of points: 75
Track 709 processed, number of points: 77
Track 710 processed, number of points: 96
Track 711 processed, number of points: 174
Track 712 processed, number of points: 83
Track 713 processed, number of points: 94
Track 714 processed, number of points: 141
Track 715 processed, number of points: 119
Track 716 processed, number of points: 147
Track 717 processed, number of points: 115
Track 718 processed, number of points: 58
Track 719 processed, number of points: 97
Track 720 processed, number of points: 40
Track 721 processed, number of points: 105
Track 722 processed, number of points: 168
Track 723 processed, number of points: 86
Track 724 processed, number of points: 101
Track 725 processed, number of points: 125
Track 726 processed, number of points: 141
Track 727 processed, number of points: 141
Track 728 processed, number of points: 65
Track 729 processed, number of points: 44
Track 730 processed, number of points: 101
Track 731 processed, number of points: 79
Track 732 processed, number of points: 198
Track 733 processed, number of points: 293
Track 734 processed, number of points: 137
Track 735 processed, number of points: 121
Track 736 processed, number of points: 84
Track 737 processed, number of points: 58
Track 738 processed, number of points: 133
Track 739 processed, number of points: 22
Track 740 processed, number of points: 182
Track 741 processed, number of points: 190
Track 742 processed, number of points: 72
Track 743 processed, number of points: 28
Track 744 processed, number of points: 22
Track 745 processed, number of points: 163
Track 746 processed, number of points: 162
Track 747 processed, number of points: 58
Track 748 processed, number of points: 56
Track 749 processed, number of points: 156
Track 750 processed, number of points: 72
Track 751 processed, number of points: 195
Track 752 processed, number of points: 145
Track 753 processed, number of points: 15
Track 754 processed, number of points: 59
Track 755 processed, number of points: 140
Track 756 processed, number of points: 94
Track 757 processed, number of points: 57
Track 758 processed, number of points: 40
Track 759 processed, number of points: 94
Track 760 processed, number of points: 90
Track 761 processed, number of points: 58
Track 762 processed, number of points: 102
Track 763 processed, number of points: 226
Track 764 processed, number of points: 32
Track 765 processed, number of points: 59
Track 766 processed, number of points: 38
Track 767 processed, number of points: 50
Track 768 processed, number of points: 104
Track 769 processed, number of points: 27
Track 770 processed, number of points: 33
Track 771 processed, number of points: 61
Track 772 processed, number of points: 39
Track 773 processed, number of points: 111
Track 774 processed, number of points: 39
Track 775 processed, number of points: 81
Track 776 processed, number of points: 186
Track 777 processed, number of points: 92
Track 778 processed, number of points: 61
Track 779 processed, number of points: 121
Track 780 processed, number of points: 48
Track 781 processed, number of points: 68
Track 782 processed, number of points: 131
Track 783 processed, number of points: 123
Track 784 processed, number of points: 126
Track 785 processed, number of points: 65
Track 786 processed, number of points: 51
Track 787 processed, number of points: 27
Track 788 processed, number of points: 25
Track 789 processed, number of points: 22
Track 790 processed, number of points: 74
Track 791 processed, number of points: 54
Track 792 processed, number of points: 28
Track 793 processed, number of points: 24
Track 794 processed, number of points: 45
Track 795 processed, number of points: 69
Track 796 processed, number of points: 114
Track 797 processed, number of points: 48
Track 798 processed, number of points: 85
Track 799 processed, number of points: 55
Track 800 processed, number of points: 52
Track 801 processed, number of points: 95
Track 802 processed, number of points: 44
Track 803 processed, number of points: 52
Track 804 processed, number of points: 161
Track 805 processed, number of points: 229
Track 806 processed, number of points: 202
Track 807 processed, number of points: 179
Track 808 processed, number of points: 58
Track 809 processed, number of points: 254
Track 810 processed, number of points: 57
Track 811 processed, number of points: 60
Track 812 processed, number of points: 55
Track 813 processed, number of points: 70
Track 814 processed, number of points: 89
Track 815 processed, number of points: 175
Track 816 processed, number of points: 231
Track 817 processed, number of points: 76
Track 818 processed, number of points: 162
Track 819 processed, number of points: 31
Track 820 processed, number of points: 156
Track 821 processed, number of points: 153
Track 822 processed, number of points: 73
Track 823 processed, number of points: 205
Track 824 processed, number of points: 64
Track 825 processed, number of points: 59
Track 826 processed, number of points: 16
Track 827 processed, number of points: 60
Track 828 processed, number of points: 272
Track 829 processed, number of points: 73
Track 830 processed, number of points: 200
Track 831 processed, number of points: 112
Track 832 processed, number of points: 51
Track 833 processed, number of points: 102
Track 834 processed, number of points: 243
Track 835 processed, number of points: 193
Track 836 processed, number of points: 208
Track 837 processed, number of points: 22
Track 838 processed, number of points: 106
Track 839 processed, number of points: 101
Track 840 processed, number of points: 245
Track 841 processed, number of points: 142
Track 842 processed, number of points: 58
Track 843 processed, number of points: 79
Track 844 processed, number of points: 166
Track 845 processed, number of points: 80
Track 846 processed, number of points: 151
Track 847 processed, number of points: 177
Track 848 processed, number of points: 101
Track 849 processed, number of points: 210
Track 850 processed, number of points: 92
Track 851 processed, number of points: 168
Track 852 processed, number of points: 104
Track 853 processed, number of points: 61
Track 854 processed, number of points: 80
Track 855 processed, number of points: 123
Track 856 processed, number of points: 180
Track 857 processed, number of points: 159
Track 858 processed, number of points: 241
Track 859 processed, number of points: 69
Track 860 processed, number of points: 142
Track 861 processed, number of points: 295
Track 862 processed, number of points: 223
Track 863 processed, number of points: 116
Track 864 processed, number of points: 111
Track 865 processed, number of points: 71
Track 866 processed, number of points: 191
Track 867 processed, number of points: 85
Track 868 processed, number of points: 38
Track 869 processed, number of points: 170
Track 870 processed, number of points: 106
Track 871 processed, number of points: 136
Track 872 processed, number of points: 64
Track 873 processed, number of points: 165
Track 874 processed, number of points: 229
Track 875 processed, number of points: 111
Track 876 processed, number of points: 63
Track 877 processed, number of points: 130
Track 878 processed, number of points: 174
Track 879 processed, number of points: 63
Track 880 processed, number of points: 180
Track 881 processed, number of points: 53
Track 882 processed, number of points: 53
Track 883 processed, number of points: 114
Track 884 processed, number of points: 78
Track 885 processed, number of points: 146
Track 886 processed, number of points: 139
Track 887 processed, number of points: 171
Track 888 processed, number of points: 73
Track 889 processed, number of points: 144
Track 890 processed, number of points: 177
Track 891 processed, number of points: 103
Track 892 processed, number of points: 99
Track 893 processed, number of points: 85
Track 894 processed, number of points: 161
Track 895 processed, number of points: 73
Track 896 processed, number of points: 77
Track 897 processed, number of points: 104
Track 898 processed, number of points: 70
Track 899 processed, number of points: 18
Track 900 processed, number of points: 98
Track 901 processed, number of points: 57
Track 902 processed, number of points: 161
Track 903 processed, number of points: 65
Track 904 processed, number of points: 37
Track 905 processed, number of points: 83
Track 906 processed, number of points: 86
Track 907 processed, number of points: 78
Track 908 processed, number of points: 126
Track 909 processed, number of points: 151
Track 910 processed, number of points: 136
Track 911 processed, number of points: 121
Track 912 processed, number of points: 39
Track 913 processed, number of points: 73
Track 914 processed, number of points: 129
Track 915 processed, number of points: 158
Track 916 processed, number of points: 88
Track 917 processed, number of points: 85
Track 918 processed, number of points: 72
Track 919 processed, number of points: 70
Track 920 processed, number of points: 52
Track 921 processed, number of points: 57
Track 922 processed, number of points: 147
Track 923 processed, number of points: 203
Track 924 processed, number of points: 274
Track 925 processed, number of points: 137
Track 926 processed, number of points: 91
Track 927 processed, number of points: 106
Track 928 processed, number of points: 64
Track 929 processed, number of points: 191
Track 930 processed, number of points: 66
Track 931 processed, number of points: 252
Track 932 processed, number of points: 66
Track 933 processed, number of points: 110
